"Местное время в Верхне-Марково";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.10.2019 02:00";"1.9";"734.6";"759.7";"";"83";"";"";"";"";"";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-0.8";"";"";"";"";"";""
"05.10.2019 23:00";"3.2";"734.3";"759.3";"";"86";"";"";"";"11";"";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"1.0";"";"";"";"";"";""
"05.10.2019 20:00";"5.3";"734.3";"759.1";"";"85";"";"";"11";"11";"";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Дождь.";"";"10.8";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"2.9";"0.6";"12";"";"";"";""
"05.10.2019 17:00";"7.9";"734.2";"758.8";"";"62";"";"";"";"15";"";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"0.9";"";"";"";"";"";""
"05.10.2019 14:00";"10.4";"734.2";"758.5";"";"36";"";"";"";"";"";"Состояние неба в общем не изменилось. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"50.0";"-4.2";"";"";"";"";"";""
"05.10.2019 11:00";"4.4";"735.8";"760.7";"";"70";"";"";"";"";"";"Состояние неба в общем не изменилось. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-0.7";"";"";"";"";"";""
"05.10.2019 08:00";"-4.5";"738.0";"763.8";"";"95";"";"";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"-5.6";"";"";"";"";"";"";"0.5";"-5.2";"Осадков нет";"12";"";"";"";""
"05.10.2019 05:00";"-4.4";"739.2";"765.1";"";"96";"";"";"";"";"";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"-4.9";"";"";"";"";"";""
"05.10.2019 02:00";"-3.9";"740.2";"766.1";"";"95";"";"";"";"";"";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"-4.6";"";"";"";"";"";""
"04.10.2019 23:00";"-2.3";"740.8";"766.5";"";"94";"";"";"";"";"";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-3.1";"";"";"";"";"";""
"04.10.2019 20:00";"3.5";"740.8";"766.0";"";"75";"";"";"";"";"";" ";"";"";"";"12.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-0.6";"Осадков нет";"12";"";"";"";""
"04.10.2019 17:00";"11.6";"741.1";"765.5";"";"42";"";"";"";"13";"";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-1.0";"";"";"";"";"";""
"04.10.2019 14:00";"10.8";"741.9";"766.4";"";"55";"";"";"";"";"";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"2.0";"";"";"";"";"";""
"04.10.2019 11:00";"5.2";"743.3";"768.4";"";"82";"";"";"";"";"";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"50.0";"2.4";"";"";"";"";"";""
"04.10.2019 08:00";"3.6";"743.9";"769.2";"";"90";"";"";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"3.2";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"10.0";"2.1";"2.0";"12";"";"";"";""
"04.10.2019 05:00";"4.2";"744.1";"769.3";"";"78";"";"";"";"";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"";"0.6";"";"";"";"";"";""
"04.10.2019 02:00";"3.6";"744.8";"770.1";"";"82";"";"";"";"";"";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"";"0.8";"";"";"";"";"";""
"03.10.2019 23:00";"3.2";"745.1";"770.5";"";"84";"";"";"";"";"";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"";"0.8";"";"";"";"";"";""
"03.10.2019 20:00";"3.9";"745.6";"770.9";"";"75";"";"";"";"11";"";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"5.8";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"1000-1500";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-0.1";"Следы осадков";"12";"";"";"";""
"03.10.2019 17:00";"4.6";"745.8";"771.0";"";"69";"";"";"11";"15";"";"Дождь незамерзающий с перерывами слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-0.6";"";"";"";"";"";""
"03.10.2019 14:00";"4.6";"746.5";"771.8";"";"70";"";"";"";"11";"";"Дождь незамерзающий с перерывами слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-0.5";"";"";"";"";"";""
"03.10.2019 11:00";"5.0";"748.0";"773.3";"";"62";"";"";"";"";"";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высокослоистые просвечивающие.";"";"50.0";"-1.8";"";"";"";"";"";""
"03.10.2019 08:00";"2.1";"748.7";"774.3";"";"72";"";"";"";"";"";" ";"";"";"0.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-2.5";"Следы осадков";"12";"";"";"";""
"03.10.2019 05:00";"1.3";"749.6";"775.3";"";"78";"";"";"";"";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-2.1";"";"";"";"";"";""
"03.10.2019 02:00";"1.6";"750.1";"775.8";"";"82";"";"";"";"";"";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"";"-1.1";"";"";"";"";"";""
"02.10.2019 23:00";"1.8";"750.2";"775.9";"";"78";"";"";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"";"-1.6";"";"";"";"";"";""
"02.10.2019 20:00";"2.6";"749.6";"775.2";"";"70";"";"";"";"";"";" ";"";"";"";"7.9";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-2.4";"Осадков нет";"12";"";"";"";""
"02.10.2019 17:00";"6.1";"749.1";"774.3";"";"46";"";"";"";"";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-4.9";"";"";"";"";"";""
"02.10.2019 14:00";"6.6";"749.4";"774.6";"";"47";"";"";"";"";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"50.0";"-4.1";"";"";"";"";"";""
"02.10.2019 11:00";"-2.3";"750.7";"776.8";"";"94";"";"";"";"";"";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высокослоистые просвечивающие.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-3.1";"";"";"";"";"";""
"02.10.2019 08:00";"-5.4";"750.6";"777.0";"";"95";"";"";"";"";"";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"-8.7";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-6.1";"Осадков нет";"12";"";"";"";""
"02.10.2019 05:00";"-8.5";"749.8";"776.5";"";"93";"";"";"";"";"";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"-9.5";"";"";"";"";"";""
"02.10.2019 02:00";"-5.9";"748.8";"775.2";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"-7.0";"";"";"";"";"";""
"01.10.2019 23:00";"-3.4";"747.7";"773.8";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"-5.7";"";"";"";"";"";""
"01.10.2019 20:00";"1.2";"746.4";"772.0";"";"63";"";"";"";"";"";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"5.2";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"";"-5.2";"Следы осадков";"12";"";"";"";""
"01.10.2019 17:00";"3.5";"744.1";"769.3";"";"61";"";"";"";"10";"";"Мгла. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-3.5";"";"";"";"";"";""
"01.10.2019 14:00";"4.1";"742.3";"767.4";"";"75";"";"";"";"";"";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"50.0";"0.1";"";"";"";"";"";""
"01.10.2019 11:00";"2.9";"739.6";"764.8";"";"89";"";"";"";"";"";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"50.0";"1.2";"";"";"";"";"";""
"01.10.2019 08:00";"1.4";"737.5";"762.8";"";"92";"";"";"";"";"";"Состояние неба в общем не изменилось. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-4.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"50.0";"0.2";"1.0";"12";"";"";"";""
"01.10.2019 05:00";"-0.7";"736.5";"761.9";"";"97";"";"";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-1.1";"";"";"";"";"";""
"01.10.2019 02:00";"-1.1";"736.0";"761.5";"";"97";"";"";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-1.5";"";"";"";"";"";""
"30.09.2019 23:00";"-2.6";"735.1";"760.6";"";"94";"";"";"";"";"";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-3.4";"";"";"";"";"";""
"30.09.2019 20:00";"-0.1";"733.3";"758.6";"";"88";"";"";"";"";"";" ";"";"";"";"3.9";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-1.8";"Осадков нет";"12";"";"";"";""
"30.09.2019 17:00";"3.9";"731.5";"756.4";"";"72";"";"";"";"";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-0.8";"";"";"";"";"";""
"30.09.2019 14:00";"3.3";"731.0";"755.8";"";"75";"";"";"";"";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"50.0";"-0.7";"";"";"";"";"";""
"30.09.2019 11:00";"2.1";"731.5";"756.5";"";"79";"";"";"";"";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-1.2";"";"";"";"";"";""
"30.09.2019 08:00";"-1.0";"732.2";"756.7";"";"90";"";"";"";"";"";" ";"";"";"-2.3";"";"";"";"2500 или более, или облаков нет.";"";"";"50.0";"-2.4";"Осадков нет";"12";"";"";"";""
"30.09.2019 05:00";"-1.4";"731.7";"757.0";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"-3.0";"";"";"";"";"";""
"30.09.2019 02:00";"-0.7";"732.3";"757.6";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"-3.1";"";"";"";"";"";""
"29.09.2019 23:00";"-1.0";"732.1";"757.3";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"-3.5";"";"";"";"";"";""
"29.09.2019 20:00";"1.9";"730.7";"755.9";"";"72";"";"";"";"";"";" ";"";"";"";"12.5";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-2.6";"Осадков нет";"12";"";"";"";""
"29.09.2019 17:00";"10.7";"729.7";"753.8";"";"40";"";"";"";"10";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-2.5";"";"";"";"";"";""
"29.09.2019 14:00";"12.1";"728.8";"752.8";"";"46";"";"";"";"10";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"0.8";"";"";"";"";"";""
"29.09.2019 11:00";"7.6";"728.7";"753.1";"";"62";"";"";"";"";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"50.0";"0.7";"";"";"";"";"";""
"29.09.2019 05:00";"0.1";"728.5";"753.5";"";"78";"";"";"";"";"";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-3.3";"";"";"";"";"";""
"29.09.2019 02:00";"1.9";"730.3";"755.2";"";"66";"";"";"";"";"";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-3.9";"";"";"";"";"";""
"28.09.2019 23:00";"-0.6";"732.7";"758.0";"";"75";"";"";"";"";"";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-4.5";"";"";"";"";"";""
"28.09.2019 20:00";"1.7";"734.5";"759.6";"";"64";"";"";"";"";"";" ";"";"";"";"8.9";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-4.5";"Осадков нет";"12";"";"";"";""
"28.09.2019 17:00";"8.5";"736.0";"760.6";"";"32";"";"";"";"";"";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-7.4";"";"";"";"";"";""
"28.09.2019 14:00";"8.1";"738.1";"762.8";"";"37";"";"";"";"";"";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-5.9";"";"";"";"";"";""
"28.09.2019 11:00";"1.5";"740.8";"766.1";"";"85";"";"";"";"";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-0.8";"";"";"";"";"";""
"28.09.2019 08:00";"-3.8";"742.4";"768.4";"";"96";"";"";"";"";"";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"-7.4";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-4.3";"Осадков нет";"12";"";"";"";""
"28.09.2019 05:00";"-7.2";"742.5";"768.7";"";"93";"";"";"";"";"";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"-8.2";"";"";"";"";"";""
"28.09.2019 02:00";"-4.4";"742.8";"768.8";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"-5.5";"";"";"";"";"";""
"27.09.2019 23:00";"-2.5";"743.1";"768.9";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"-4.5";"";"";"";"";"";""
"27.09.2019 20:00";"4.1";"742.8";"768.0";"";"58";"";"";"";"10";"";" ";"";"";"";"8.1";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"";"-3.5";"Следы осадков";"12";"";"";"";""
"27.09.2019 17:00";"5.0";"741.5";"766.6";"";"54";"";"";"";"11";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"50.0";"-3.7";"";"";"";"";"";""
"27.09.2019 14:00";"8.0";"740.0";"764.8";"";"44";"";"";"";"11";"";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-3.7";"";"";"";"";"";""
"27.09.2019 11:00";"6.9";"739.1";"763.9";"";"63";"";"";"";"";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"50.0";"0.3";"";"";"";"";"";""
"27.09.2019 08:00";"6.7";"737.8";"762.6";"";"72";"";"";"";"";"";" ";"";"";"2.8";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"1.9";"Осадков нет";"12";"";"";"";""
"27.09.2019 05:00";"7.8";"736.3";"760.9";"";"75";"";"";"";"";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"3.6";"";"";"";"";"";""
"27.09.2019 02:00";"8.3";"736.0";"760.6";"";"74";"";"";"";"";"";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"3.9";"";"";"";"";"";""
