"Местное время в Светлом";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.03.2018 17:00";"-19.0";"729.0";"";"";"45";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.03.2018 14:00";"-20.0";"729.0";"";"";"50";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.03.2018 11:00";"-28.0";"730.0";"";"";"60";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.03.2018 08:00";"-40.0";"730.0";"";"";"70";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.03.2018 05:00";"-40.0";"730.0";"";"";"70";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.03.2018 02:00";"-37.0";"730.0";"";"";"70";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.03.2018 23:00";"-34.0";"730.0";"";"";"70";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.03.2018 20:00";"-30.0";"730.0";"";"";"64";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.03.2018 17:00";"-19.0";"730.0";"";"";"50";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.03.2018 14:00";"-17.0";"731.0";"";"";"45";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.03.2018 11:00";"-26.0";"733.0";"";"";"60";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.03.2018 02:00";"-31.0";"737.0";"";"";"69";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.02.2018 23:00";"-27.0";"737.0";"";"";"70";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.02.2018 20:00";"-23.0";"737.0";"";"";"65";"Ветер, дующий с северо-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.02.2018 17:00";"-17.0";"737.0";"";"";"50";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.02.2018 14:00";"-17.0";"737.0";"";"";"50";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.02.2018 11:00";"-25.0";"739.0";"";"";"70";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.02.2018 08:00";"-35.0";"739.0";"";"";"69";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.02.2018 05:00";"-33.0";"739.0";"";"";"69";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.02.2018 02:00";"-33.0";"739.0";"";"";"68";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.02.2018 23:00";"-30.0";"738.0";"";"";"69";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.02.2018 20:00";"-27.0";"738.0";"";"";"69";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.02.2018 17:00";"-16.0";"737.0";"";"";"55";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.02.2018 14:00";"-16.0";"737.0";"";"";"50";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.02.2018 11:00";"-24.0";"739.0";"";"";"69";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.02.2018 08:00";"-32.0";"739.0";"";"";"74";"Ветер, дующий с северо-запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.02.2018 05:00";"-30.0";"740.0";"";"";"74";"Ветер, дующий с северо-запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.02.2018 02:00";"-26.0";"740.0";"";"";"74";"Ветер, дующий с северо-запада";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.02.2018 23:00";"-25.0";"740.0";"";"";"69";"Ветер, дующий с северо-запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.02.2018 20:00";"-25.0";"740.0";"";"";"70";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.02.2018 17:00";"-18.0";"740.0";"";"";"55";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.02.2018 14:00";"-18.0";"739.0";"";"";"55";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.02.2018 11:00";"-25.0";"741.0";"";"";"65";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.02.2018 08:00";"-33.0";"741.0";"";"";"69";"Ветер, дующий с северо-запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.02.2018 05:00";"-33.0";"740.0";"";"";"70";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.02.2018 02:00";"-31.0";"738.0";"";"";"70";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.02.2018 23:00";"-30.0";"739.0";"";"";"70";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.02.2018 20:00";"-27.0";"738.0";"";"";"64";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.02.2018 17:00";"-17.0";"737.0";"";"";"50";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.02.2018 14:00";"-17.0";"738.0";"";"";"50";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.02.2018 11:00";"-24.0";"739.0";"";"";"65";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.02.2018 08:00";"-33.0";"739.0";"";"";"70";"Ветер, дующий с северо-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.02.2018 05:00";"-33.0";"739.0";"";"";"74";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.02.2018 02:00";"-29.0";"739.0";"";"";"75";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.02.2018 23:00";"-25.0";"739.0";"";"";"70";"Ветер, дующий с северо-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.02.2018 20:00";"-24.0";"738.0";"";"";"64";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.02.2018 17:00";"-15.0";"738.0";"";"";"50";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.02.2018 14:00";"-13.0";"738.0";"";"";"45";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.02.2018 11:00";"-20.0";"739.0";"";"";"65";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.02.2018 08:00";"-30.0";"739.0";"";"";"74";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.02.2018 05:00";"-27.0";"739.0";"";"";"74";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.02.2018 02:00";"-22.0";"739.0";"";"";"69";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.02.2018 23:00";"-18.0";"738.0";"";"";"65";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.02.2018 20:00";"-18.0";"738.0";"";"";"55";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.02.2018 17:00";"-14.0";"738.0";"";"";"55";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.02.2018 14:00";"-14.0";"737.0";"";"";"55";"Ветер, дующий с северо-запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.02.2018 11:00";"-22.0";"737.0";"";"";"70";"Ветер, дующий с востока";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.02.2018 08:00";"-28.0";"736.0";"";"";"74";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.02.2018 05:00";"-28.0";"736.0";"";"";"74";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.02.2018 02:00";"-26.0";"735.0";"";"";"70";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.02.2018 23:00";"-24.0";"734.0";"";"";"70";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.02.2018 20:00";"-22.0";"733.0";"";"";"65";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.02.2018 17:00";"-16.0";"732.0";"";"";"55";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.02.2018 14:00";"-15.0";"731.0";"";"";"55";"Ветер, дующий с запада";"3";"";"";"";"Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.02.2018 11:00";"-17.0";"731.0";"";"";"60";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.02.2018 08:00";"-22.0";"731.0";"";"";"69";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.02.2018 05:00";"-18.0";"731.0";"";"";"65";"Ветер, дующий с запада";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.02.2018 02:00";"-18.0";"732.0";"";"";"65";"Ветер, дующий с запада";"2";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.02.2018 23:00";"-17.0";"732.0";"";"";"60";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.02.2018 20:00";"-17.0";"732.0";"";"";"60";"Ветер, дующий с запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.02.2018 17:00";"-15.0";"731.0";"";"";"75";"Ветер, дующий с запада";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.02.2018 14:00";"-15.0";"731.0";"";"";"65";"Ветер, дующий с юго-запада";"2";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.02.2018 11:00";"-16.0";"731.0";"";"";"70";"Ветер, дующий с запада";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.02.2018 08:00";"-20.0";"731.0";"";"";"80";"Штиль, безветрие";"0";"";"";"";"Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.02.2018 05:00";"-19.0";"730.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.02.2018 02:00";"-18.0";"731.0";"";"";"75";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.02.2018 23:00";"-18.0";"731.0";"";"";"70";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.02.2018 20:00";"-16.0";"731.0";"";"";"60";"Ветер, дующий с северо-запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.02.2018 17:00";"-14.0";"731.0";"";"";"55";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.02.2018 14:00";"-14.0";"732.0";"";"";"55";"Ветер, дующий с запада";"4";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.02.2018 11:00";"-15.0";"733.0";"";"";"50";"Ветер, дующий с юго-запада";"4";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.02.2018 08:00";"-16.0";"733.0";"";"";"50";"Ветер, дующий с запада";"4";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.02.2018 05:00";"-15.0";"733.0";"";"";"50";"Ветер, дующий с запада";"3";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.02.2018 02:00";"-15.0";"734.0";"";"";"50";"Ветер, дующий с юго-запада";"4";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.02.2018 23:00";"-15.0";"735.0";"";"";"50";"Ветер, дующий с запада";"4";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.02.2018 20:00";"-15.0";"735.0";"";"";"55";"Ветер, дующий с запада";"3";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.02.2018 17:00";"-14.0";"735.0";"";"";"55";"Ветер, дующий с запада";"4";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.02.2018 14:00";"-15.0";"735.0";"";"";"55";"Ветер, дующий с юго-запада";"4";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.02.2018 11:00";"-16.0";"736.0";"";"";"70";"Ветер, дующий с северо-запада";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.02.2018 08:00";"-21.0";"736.0";"";"";"75";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.02.2018 05:00";"-20.0";"737.0";"";"";"75";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.02.2018 02:00";"-22.0";"737.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.02.2018 23:00";"-23.0";"738.0";"";"";"75";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.02.2018 20:00";"-21.0";"737.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.02.2018 17:00";"-18.0";"737.0";"";"";"65";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.02.2018 14:00";"-17.0";"736.0";"";"";"60";"Ветер, дующий с северо-запада";"2";"";"";"";"Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.02.2018 11:00";"-17.0";"737.0";"";"";"70";"Ветер, дующий с запада";"3";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.02.2018 08:00";"-22.0";"736.0";"";"";"75";"Ветер, дующий с запада";"2";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.02.2018 05:00";"-21.0";"736.0";"";"";"70";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.02.2018 02:00";"-22.0";"736.0";"";"";"70";"Ветер, дующий с северо-запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.02.2018 23:00";"-21.0";"736.0";"";"";"70";"Ветер, дующий с северо-запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.02.2018 20:00";"-17.0";"736.0";"";"";"65";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.02.2018 17:00";"-17.0";"736.0";"";"";"60";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.02.2018 14:00";"-19.0";"736.0";"";"";"60";"Ветер, дующий с северо-запада";"2";"";"";"";"Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.02.2018 11:00";"-25.0";"737.0";"";"";"70";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.02.2018 08:00";"-30.0";"738.0";"";"";"69";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.02.2018 05:00";"-30.0";"738.0";"";"";"69";"Ветер, дующий с севера";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.02.2018 02:00";"-28.0";"738.0";"";"";"70";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.02.2018 23:00";"-27.0";"738.0";"";"";"69";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.02.2018 20:00";"-25.0";"740.0";"";"";"64";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.02.2018 17:00";"-18.0";"738.0";"";"";"55";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.02.2018 14:00";"-18.0";"739.0";"";"";"55";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.02.2018 11:00";"-24.0";"739.0";"";"";"69";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.02.2018 08:00";"-27.0";"740.0";"";"";"75";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.02.2018 05:00";"-26.0";"739.0";"";"";"74";"Ветер, дующий с запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.02.2018 02:00";"-26.0";"739.0";"";"";"74";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.02.2018 23:00";"-23.0";"739.0";"";"";"74";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.02.2018 20:00";"-22.0";"738.0";"";"";"69";"Ветер, дующий с запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.02.2018 17:00";"-17.0";"736.0";"";"";"60";"Ветер, дующий с юго-запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.02.2018 14:00";"-18.0";"736.0";"";"";"60";"Ветер, дующий с северо-запада";"3";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.02.2018 11:00";"-21.0";"735.0";"";"";"70";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.02.2018 08:00";"-27.0";"735.0";"";"";"69";"Ветер, дующий с запада";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.02.2018 05:00";"-29.0";"735.0";"";"";"69";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.02.2018 02:00";"-30.0";"734.0";"";"";"68";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.02.2018 23:00";"-28.0";"734.0";"";"";"69";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.02.2018 20:00";"-26.0";"733.0";"";"";"64";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.02.2018 17:00";"-16.0";"731.0";"";"";"45";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.02.2018 14:00";"-14.0";"731.0";"";"";"50";"Ветер, дующий с юго-запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.02.2018 11:00";"-16.0";"731.0";"";"";"60";"Ветер, дующий с запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.02.2018 08:00";"-17.0";"731.0";"";"";"65";"Ветер, дующий с северо-запада";"2";"";"";"";"Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.02.2018 05:00";"-17.0";"732.0";"";"";"65";"Ветер, дующий с запада";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.02.2018 02:00";"-16.0";"732.0";"";"";"65";"Ветер, дующий с запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.02.2018 23:00";"-16.0";"732.0";"";"";"65";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.02.2018 20:00";"-15.0";"732.0";"";"";"60";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.02.2018 17:00";"-15.0";"732.0";"";"";"60";"Ветер, дующий с запада";"3";"";"";"";"Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.02.2018 14:00";"-15.0";"732.0";"";"";"55";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.02.2018 11:00";"-16.0";"732.0";"";"";"55";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.02.2018 08:00";"-18.0";"732.0";"";"";"65";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
